,Ref,Address,Description,DecDate,Link,RefusalReasons,DevType,docfragment,file_ext,filename,Decision,FromSearch,ToSearch,AppTypeFrag,Dev_Type
1441,PA22/02335,"The Buccaneer, Accommodation At Fore Street Polperro Cornwall PL13 2QR",Replacement of two timber highway facing window frames in the flat above the restaurant with timber effect frames,2022-06-16,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R8DVB9FGMOT00&activeTab=summary,"The proposed installation of UPVC windows, by reason of their unsympathetic design, materials and appearance and the loss of historic fabric fails to take account of the historic context of the application site and surroundings and would fail to preserve or enhance the character and appearance of the building and the Polperro Conservation Area. The proposed development would result in less than substantial harm to the Conservation Area, which is not outweighed by public benefits.  The development is therefore contrary to policies 12 and 24 of the Cornwall Local Plan Strategic Policies 2010 - 2030, Policy 7 of the Polperro and Lansallos NDP, paragraphs 130, 134, 194, 197, 199 and 202 of the National Planning Policy Framework 2021 and Section 72 of the Planning (Listed Buildings and Conservation Areas) Act 1990.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,All other minor developments
1442,PA22/02243,Land North Of Pempwell Pempwell Stoke Climsland Callington Cornwall PL17 8LN,Installation of a septic tank and appropriate systems,2022-04-05,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R87M9AFGIND00&activeTab=summary,"In the absence of any overriding justification for the septic tank and associated systems in this location, the proposal represents an unsustainable form of development introducing permanent infrastructure that is considered harmful to the undeveloped greenfield land within an Area of Great Landscape Value contrary to Policies 1,2,5,12 and 23 of the Cornwall Local Plan Strategic Policies, 2010-2030, adopted November 2016, Policy ENV1 of the North Cornwall Local Plan and paragraphs 8, 130 and 174 of the National Planning Policy Framework 2021.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,All other minor developments
1443,PA22/02267,Treloquithack Farm Treloquithack Wendron Helston Cornwall TR13 0NH,Application for a Lawful Development Certificate for Proposed Use for the creation of a bedroom with ensuite bathroom on the first floor and library/music room on the ground floor.,2022-04-11,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R8837NFG1OU00&activeTab=summary,"The proposed conversion of the separate unit to additional ancillary accommodation works would result in a material change of use contrary to section 55 (1) of the Town and Country Planning Act 1990. Therefore the proposed works are not lawful, and planning permission is required.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,CLEUD/CLOPED
1444,PA22/02161,Ralphs Cottage (aka Ralph's Barn) Trenowth Grampound Road Truro Cornwall TR2 4EH,Discharge of planning obligation in respect of decision C1/LC15/1072/98/S dated 13.04.99.,2022-03-01,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R82UY8FG0JQ00&activeTab=summary,By reason of the annex's location divorced from the main dwelling and given the unit would be considered unsuitable for permanent residential occupation the Local Planning Authority therefore refuses to Discharge the Planning Obligation as it continues to serve a useful planning purpose and therefore meets the tests set out in paragraph 57 of the National Planning Policy Framework.  The Obligation remains necessary to make the development acceptable in planning terms; is directly related to the development and is fairly and reasonably related in scale and kind to the development.,,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,Not required - S106/S52
1445,PA22/02057,2 Chapel Close Kehelland Cornwall TR14 0DB,Retention of boundary wall and fence,2022-03-14,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R80FSKFGLEI00&activeTab=summary,"The proposed development would harmfully impact upon the character and appearance of the area, giving an adverse urban appearance and disrupting the sense of openness within the streetscene, thereby failing to respond positively to the locally distinctive characteristics of the area. The proposal therefore conflicts with the aims and intentions of policies 1, 2 and 12 of the Cornwall Local Plan Strategic Policies 2010 - 2030, paragraphs 8 and 130 of the National Planning Policy Framework 2021 and the Cornwall Design Guide 2021. The recommendation for refusal on these grounds is in accordance with paragraph 134 of the National Planning Policy Framework 2021, which states that development that is not well designed should be refused.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,Householder
1446,PA22/02046,Land To The North Of The Seavista Hotel Mawgan Porth Newquay Cornwall,Construction of 3 dwellings,2022-03-10,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R80DR6FG1WC00&activeTab=summary,"1.The proposed development does not represent infill or rounding off in accordance with Policy 3 of the Cornwall Local Plan Strategic policies 2010 to 2030. The development shall visually extend built form into the countryside which would be to the detriment to the character and appearance of the distinctive qualities of the rural landscape and Watergate and Lanherne Area of Great Landscape Value. In the absence of any affordable housing provision or any other special circumstances to justify residential development in this context, the proposal does not represent sustainable development and would be contrary to Policy 14 of the Restormel Local Plan 2001, policies 2, 3, 12 and 23 of the Cornwall Local Plan Strategic Policies 2010-2030 and paragraphs 8, 130 and 174 of the National Planning Policy Framework 2021.2.The proposal has not been supported by sufficient ecological surveys to demonstrate that the proposal could maintain the favourable conservation status on nationally protected species in conflict with accordance with the aims and intensions of Paragraphs 8, 174(d) and 180(a) of the National Planning Policy Framework 2021 and Policy 23 point 3(d) of the Cornwall Local Plan - Strategic Policies 2010-2030.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,Minor - Dwelling,Minor - Dwelling
1447,PA22/02032,1 Penina Avenue Newquay Cornwall TR7 2LE,Loft conversion through raising ridge height with associated works.,2022-02-25,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R7V74SFGI7K00&activeTab=summary,"The development would result in a loss of privacy due to the overlooking opportunities from the proposed first floor Juliet balconies which would have an unacceptable adverse impact on the residential amenities of the occupiers of neighbouring properties to the northwest and northeast, particularly the neighbours at No. 26 Trevemper Road and 3 Penina Avenue. The development is contrary to Policy H1 of the Newquay Neighbourhood Development Plan, Policy 12 of the Cornwall Local Plan Strategic Policies 2010 - 2030 and paragraph 130 of the National Planning Policy Framework 2021.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,Householder
1448,PA22/02023,2 Regent Square Penzance Cornwall TR18 4BG,Listed Building Consent for installation of a photovoltaic (PV) array to the rear elevations,2022-03-23,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R7V1NCFGI3S00&activeTab=summary,"The proposed installation of highly conspicuous, inappropriate modern solar panels to an important roofscape of a Grade II listed building located in the heart of the Penzance Conservation Area is considered to lead to less than substantial harm to the significance of a designated heritage asset. The proposed works fail to preserve the special character of the Grade II listed building, and the character and appearance of the Penzance Conservation Area The National Planning Policy Framework requires harm to be weighed against the public benefit of the proposals. In this case the harm of the proposed photovoltaic array has been set out above. Although the proposed works may be considered to result in some public benefit by way of green energy, employment and associated benefits to the local economy, these benefits are limited and the proposed works would raise concerns relating to the historic environment that are not balanced by these factors or other factors acting in the public interest.The proposal is therefore contrary to the aims and intentions of Policies 2 (paragraphs 1a to 1d), 12 (paragraphs 1a and 1b), and 24 of the Cornwall Local Plan Strategic Policies 2010-2030 (Adopted 22nd November 2016); Sections 1, 2.6, 2.9, 2.10, 7.3, 7.6 and 7.7 of the Cornwall Design Guide 2013; and paragraphs 130, 134, 189, 194, 197, 199, 200, 202, 203 of the National Planning Policy Framework 2021. The works fail to accord with the Council's statutory duties under sections 16(1) and 72 (1) of the Planning (Listed Buildings and Conservation Areas) Act 1990 in that the Listed Building or the Conservation Area would not be preserved",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,Listed Building Consent (alter/extend)
1449,PA22/02000,Land South East Of Treneglos Sancreed Road Sancreed Cornwall TR20 8QS,Application for Outline Planning Permission with all matters reserved for the construction of two detached dwelling houses.,2022-02-24,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R7TFETFGH1X00&activeTab=summary,"The proposal would not represent rounding off under Policy 3 of the Cornwall Local Plan but, rather, would result in the undesirable extension and intrusion of residential development into the countryside to the detriment to the distinctive natural beauty and character of the surrounding semi-rural countryside. Given the lack of any special justification, the application is not sustainable development and is contrary to policies 1, 2, 3, 7, 12, 21, and 23 of the Cornwall Local Plan Strategic Policies 2010-2030, Saved Policy CC-5 of the Penwith Local Plan 2004 and paragraphs 8, 130 and 174 of the National Planning Policy Framework 2021.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,Minor - Dwelling,Minor - Dwelling
1450,PA22/01700,Land South East Of Willow Barn Lower Bodwen Redmoor Bodmin Cornwall PL30 5AT,Application for Certificate of Lawful development for an existing use namely use of building as a separate self-contained residential dwelling unit.,2022-03-04,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R7I02UFGHXL00&activeTab=summary,"Based on the documentation provided in support of the application, and having regard to other information available to and received by the Local Planning Authority, it is considered that the applicant has failed to demonstrate, on the 'balance of probability', that the building outlined in red of the submitted plan 21535-SK-00-01 submitted on the 18th February 2022 has not attained any current lawful use as an residential dwelling for a continuous period of 4 years prior to the submission of this application.  The Council, therefore, does not consider that the use of the building is lawful by virtue of immunity from enforcement action under Sections 171B (2) of the Town and Country Planning Act 1990 (as amended), and refuses to grant the Certificate of Lawful Use (existing use) being applied for.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,CLEUD/CLOPED
1451,PA22/01637,56 Bedowan Meadows Tretherras Newquay Cornwall TR7 2SW,Remove existing rear conservatory and form a ground floor rear extension.,2022-02-17,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R7G0C0FGGKK00&activeTab=summary,"The proposed extension, by reason of its siting, scale, height and massing and its close proximity the eastern boundary, results in an unacceptable overbearing and tunnelling effect that would be oppressive to the amenity of the neighbouring dwelling 54 Bedowan Meadows. Additionally due to the height, projection and siting of the proposed extension and its location to the immediate west of number 54 Bedowan Meadows, the proposal is considered to result in an unacceptable overshadowing impact to the rear garden of that property. The development fails to protect the amenities of neighbouring properties through overbearing and overshadowing, and conflicts with policies 1, 2, and 12 of the Cornwall Local Plan Strategic Policies 2010 - 2030, policy H1 of the Newquay Neighbourhood Development Plan 2019-2030 and paragraphs 8 and 130 of the National Planning Policy Framework 2021.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,Householder
1452,PA22/01553,Seven Acres United Mines St Day Cornwall TR16 5HX,Retention and completion of extension to agricultural building,2022-03-03,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R7COI7FGM5000&activeTab=summary,"The proposed development, unjustified by any special circumstances or agricultural justification, would be a sporadic, undesirable and unsustainable form of development which harmfully urbanises the intrinsically rural character and appearance of the open countryside in this location, neither preserving nor enhancing the locally distinctive landscape qualities or sense of place. The proposed development is therefore contrary to policies GQD1, GQD2 and LL4 of the Gwennap Neighbourhood Development Plan 2018 - 2030, policies 1, 2, 12 and 24 of the Cornwall Local Plan Strategic Policies 2010 - 2030 and paragraphs 8, 130 and 174 of the National Planning Policy Framework 2021. ",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,All other minor developments
1453,PA22/01477,The Beeches School Hill Budock Water Falmouth Cornwall TR11 5DD,"Works to trees subject to a Tree Preservation Order (TPO), works include two Beech trees at the front of the property crown lifted to keep them off the footpath and road. Also carry out a 2m reduction to keep overall balance.",2022-02-28,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R7AD71FGKFO00&activeTab=summary,"The tree is protected by a Tree Preservation Order, because of its contribution to the character and amenity of the area. The tree is prominent in public views, particularly from the adjacent public highway, and makes a valuable contribution to public amenity. In the absence of clear and convincing supporting evidence to justify the physiological and amenity impacts of the proposed works it is likely that the proposed works would have a detrimental impact upon the physiology of the tree, adversely impacting its short and long term amenity contribution, contrary to the aims and intentions of Policy 23 of the Cornwall Local Plan Strategic Policies 2010 - 2030.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,TPO applications
1454,PA22/01468,"72 Marine Apartments, Flat 4 Lostwithiel Street Fowey Cornwall PL23 1BQ",Removal of two existing windows to south elevation and creating one large window.,2022-02-28,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R7AD3UFGKF400&activeTab=summary,"The windows in the historic buildings in this part of the Fowey Conservation Area are predominantly of traditional design and vertical in alignment. But the proposal is to replace two such traditional windows of vertical emphasis with one larger window of horizontal emphasis ,in the upper floor of this building and within the public viewpoint. This window, because of its scale, proportions and horizontal emphasis will appear out of keeping with its historic context and surroundings, resulting in harm to the character and appearance of this part of the Fowey Conservation Area, and failure to accord with Policy 24 of the Cornwall Local Plan Strategic Policies 2010-2030 (Adopted 22nd November 2016) Policy 8 of the Fowey Parish Neighbourhood Development Plan 2020-2030 and paragraphs 199, 200 and 206 of the National Planning Policy Framework 2021.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,All other minor developments
1455,PA22/01273,46 Carbis Bay Holiday Park Laity Lane Carbis Bay St Ives Cornwall TR26 3HW,"Replacement Hedge, Clear parking area and pave with blocks",2022-02-28,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R6ZNSFFG1UR00&activeTab=summary,The use of the proposed vehicular access onto a classified highway would be detrimental to highway safety by virtue of the restricted emerging visibility available to drivers of vehicles emerging from the application site. The proposal is therefore contrary to national planning policy stated in paragraphs 110 and 111 of the National Planning Policy Framework 2021 and Policies 12 and 27 of the Cornwall Local Plan Strategic Policies 2010-2030.,,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,Householder
1456,PA22/01316,Land South East Of Little Trewoon Cottage Nancledra Cornwall TR20 8NB,Construction of self build traditional dwelling house and associated works.,2022-02-18,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R71C74FG1W400&activeTab=summary,"The site is shown by the Council's mapping to lie within the indicative Zone 3 (b) functional floodplain where new build development is strictly controlled. National Planning Policy Guidance advises that new development in Zone 3 (b) functional floodplain is limited to essential infrastructure only. In line with the above, the Environment Agency (EA) have raised an objection in-principle to the development proposal. The applicant has submitted a site specific Flood Risk Assessment (FRA) but the EA do not consider that it has adequately demonstrated that the site is not within the Zone 3 floodplain. In the absence of a FRA that accurately identifies the level of flood risk it is not clear that the development would not increase flood-risk elsewhere, that it would be appropriately flood resilient or that there is safe access/egress during a 1 in 100 year flood event. The development proposal thus does not satisfy the sequential test and conflicts with the aims and intentions of paragraphs 162 and 167 of the NPPF (2021) and policy 26 of the Cornwall Local Plan (2010-2030).",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,Minor - Dwelling,Minor - Dwelling
1457,PA22/00995,Trewoone Farm 11 Strawberry Lane Hayle Cornwall TR27 5JS,Demolition of existing barn and construction of Sustainable Farm House & Associated Works,2022-02-07,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R6QAZ2FGMBS00&activeTab=summary,"The application site is situated in a countryside location where new residential development is only permitted in special circumstances. In this instance it is not considered that the development proposal complies with any of those special circumstances. Furthermore, notwithstanding the fall-back position that the existing barn on the site can be converted to a residential use under Class Q of Part 3 of Schedule 2 to the Town and Country Planning (General Permitted Development) (England) Order 2015 (as amended), the domestic appearance and scale of the proposed scheme relative to the existing building is such that it would have a significantly greater presence at the site, which is very prominent in the public domain and would constitute an undesirable form of development that would not respond well to its landscape setting, that is not locally distinctive in its design and that would not protect, maintain or enhance the predominantly rural character of the area. The development as such is therefore contrary to the aims and intentions of policies 1, 2, 7, 12 and 23 of the Cornwall Local Plan Strategic Policies 2010 - 2030, with policy NE3 of the Hayle Neighbourhood Plan (2014-2030) and with paragraphs 8, 80, 130 and 174 of the National Planning Policy Framework 2021.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,Minor - Dwelling,Minor - Dwelling
1458,PA22/00960,Land Adj To Bosworgy Turnpike Road Marazion Cornwall TR17 0DQ,Outline application for erection of up to 4 dwellings/domestic garages with all matters reserved,2022-04-20,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R6ORI4FGLAL00&activeTab=summary,"1. The proposed development would result in the introduction of residential built-form beyond the limits of the existing settlement. The proposal does not represent rounding off as set out in Policy 3 of the CLP. The development would result in the loss of undeveloped agricultural land that makes a positive contribution to the setting of Marazion between the sea and Turnpike Road. The change in character and appearance would harm the intrinsic character and beauty of the site and would fail to conserve and enhance the landscape and natural beauty of the AONB. The proposed development would fail to accord with the aims and intentions of Policies 1, 2, 3, 12, 23 of the Cornwall Local Plan Strategic Policies 2010 - 2030, Policies PD-P1, PD-P2, PD-P11 and Objective SCW-Ob3 of the Cornwall AONB Management Plan 2022 - 2027 and paragraphs 8, 130, 174 and 176 of the NPPF (2021).2. The application has failed to demonstrate that a safe and suitable vehicular access can be achieved due to inadequate emerging visibility and therefore the proposal would conflict with the aims and intentions of Policy 27 of the Cornwall Local Plan Strategic Policies 2010 - 2030 and paragraphs 110 and 112 of the NPPF (2021).",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,Minor - Dwelling,Minor - Dwelling
1459,PA22/00755,The Mouse House 3 Cave Lane Mousehole TR19 6SW,New external steps to access parking area (Revised design),2022-01-26,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R6BPVZFGK9C00&activeTab=summary,"The proposed steps, due to their design and location, would result in an unacceptable increase in overlooking in relation to the amenity area and rear window openings of 1 Merlin Place to the east. The close proximity and elevated nature of the proposed steps allows for an increase in levels of overlooking and disturbance to the users of 1 Merlin Place that is considered intrusive, unreasonable and of harm beyond that of the reasonable levels of privacy currently enjoyed at this property. The proposed steps would raise concerns relating to the impact upon the occupiers of neighbouring property that are not balanced by other factors acting in the public interest.The proposal is therefore contrary to Policy 12 paragraphs 2a and 2c of the Cornwall Local Plan Strategic Policies 2010-2030 (Adopted 22nd November 2016); Section 9 of the Cornwall Design Guide 2021; and paragraphs 126, 130, 132 and 134 of the National Planning Policy Framework 2021",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,Householder
1460,PA22/00697,Land North East Of Treen Farm Campsite Treen St Levan Cornwall TR19 6LG,"Change of use of agricultural land to private holiday site for siting of 2 caravans, 2 tents and the formation of parking area, part retrospective",2022-03-23,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R69PL9FGIWX00&activeTab=summary,"1.The proposal would result in the creation of new tourist accommodation on a greenfield site in the countryside. It would not involve the expansion of existing, well-established tourist accommodation. The site is not considered to be in a sustainable location in respect of public transport accessibility. The presence of caravans, tents, access track and associated paraphernalia would result in undesirable and uncharacteristic levels of domestication. This would be to the detriment of the unspoilt open undeveloped character and wild nature of the greenfield site in the open countryside which is a designated Area of Outstanding Natural Beauty and Heritage Coast landscape thereby failing to conserve and enhance the designated landscape. The proposal conflicts with the aims and intentions of policies 1, 2, 3, 5, 7 and 23 of the Cornwall Local Plan Strategic Policies 2010 -2030, policy M9 of the Cornwall AONB Management Plan 2016 - 2021 'Place and People' and paragraphs 80, 130 and 176 of the NPPF (2021).",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,Changes of Use
1461,PA22/00586,82 Fore Street Newquay TR7 1EY,Weather shelter to existing outside seating area.,2022-01-20,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R60LXSFGLDT00&activeTab=summary,"The proposal shall, through its siting, form, massing and appearance, lead to incongruous additions to the street scene to the detriment of the character of the host property and wider area. The proposal shall therefore fail to accord with Policies 2, 12 and 24 of the Cornwall Local Plan 2010-2030; Policies D1, D2 and HC1 of the Newquay Neighbourhood Development Plan 2019-2030; and Paragraphs 130 and 197 of the National Planning Policy Framework 2021.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,All other minor developments
1462,PA22/00584,Touring Park Treeve Lane Connor Downs Hayle TR27 5BN,Proposed replacement of touring pitches with 23 static caravans.,2022-01-20,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R60LXHFGLDO00&activeTab=summary,"Whilst the application site benefits from planning permission for a holiday site with a similar number of pitches to the current application, it is considered that replacing caravan and camping pitches with 23 static caravans together with associated infrastructure would give rise to a harmful visual impact when viewed from Treeve Lane which is incapable of adequate mitigation by enhanced soft landscaping. This environmental harm is not considered to be commensurate with the economic and social benefits of the proposal and therefore the proposal is considered to represent unsuitable and unsustainable development. The proposal is therefore considered to conflict with the aims and intentions of policies 1, 2, 5 and 23 of the Cornwall Local Plan Strategic Policies 2010 - 2030; and paragraphs 8, 84 and 174 of the National Planning Policy Framework 2021.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,Smallscale Major Dwellings,Smallscale Major Dwellings
1463,PA22/00520,Land North West Of Aldercombe Cottages Kilkhampton Bude Cornwall EX23 9RP,Erection of alpaca shelter (retrospective),2022-02-18,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R5YLMWFGK2800&activeTab=summary,"In the absence of an overriding business justification, it has not been demonstrated there is an overriding need for the proposed Alpaca shelter building and its associated use for purposes of agricultural use to be sited in this location. As a result, and by reason of its siting, the building would have an adverse visual impact on the strong rural character of the area, harming the intrinsic undeveloped character of the countryside.  The proposal is therefore contrary to policies 1, 2, 5,12 and 23 of the Cornwall Local Plan Strategic Policies 2010 - 2030 and paragraphs 8, 130 and 174 of the National Planning Policy Framework 2021.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,All other minor developments
1464,PA22/00519,Land West Of Aldercombe Cottages Kilkhampton Bude Cornwall EX23 9RP,Erection of outbuilding. Retrospective,2022-02-18,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R5YLMTFGK2600&activeTab=summary,"In the absence of any overriding justification for the building in this location, the proposal would result in additional and visually harmful new development in the countryside that would neither conserve nor enhance its setting, contrary to Policies 2, 5, 7, 12 and 23 of the Cornwall Local Plan Strategic Policies, 2010-2030, adopted November 2016 and paragraphs 8, 79, 130 and 174 of the National Planning Policy Framework 2021.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,All other minor developments
1465,PA22/00523,Land North West Of Aldercombe Cottages Access To Aldercombe Kilkhampton Bude EX23 9RP,Retrospective consent for the construction of a rainwater harvesting shelter.,2022-02-23,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R5YOF9FGK3C00&activeTab=summary,"1 In the absence of any overriding justification for the building in this location, the proposal would result in additional and visually harmful new development in the countryside that would neither conserve nor enhance its setting, contrary to Policies 2, 5,12 and 23 of the Cornwall Local Plan Strategic Policies, 2010-2030, adopted Page 6 of 6 November 2016 and paragraphs 8, 130 and 174 of the National Planning Policy Framework 2021.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,Notification - AF types - Bldgs/tracks
1466,PA22/00410,5 Hodders Way Cargreen PL12 6NY,"Works to tree subject to Tree Preservation Order namely crown reduce T1 Oak tree to maintain weight stability of the tree, and remove all deadwood",2022-02-02,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R5UNX7FGHBY00&activeTab=summary,"It is the opinion of the Local Planning Authority that the Oak tree (T1) forms an important part of the wider tree preservation order area (reference E2/06/TPO/00040), which collectively are of amenity value within the local landscape. It is apparent that pruning works have been carried out on the tree without permission from the Local Planning Authority. These works have had a significant negative impact upon both the physiological condition and amenity value of the tree. The tree is now recovering from these works, and as such the proposed works should not be allowed to go ahead whilst the tree continues to recover. In addition, there is insufficient justification for the works. The proposed works would therefore result in further detriment to the physiological condition and amenity value of the tree, contrary to Policy 23 of the Cornwall Local Plan Strategic Policies 2010 - 2030.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,TPO applications
1467,PA22/00361,The Ranch Trevarrian Mawgan Porth Hill Mawgan Porth Newquay Cornwall TR8 4AJ,"Retrospective planning for change of use of land to domestic curtilage by extending the red line boundary of the existing 'Ranch' dwelling and permit the construction of a garage/office (the ""garage"") space, and a below ground level outdoor pool (re-submission of Application PA20/08097)",2022-01-14,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R5PC81FGGFO00&activeTab=summary,"The proposal, by reasons of subdivision of a field to create extended domestic curtilage together with the associated paraphernalia including a new outbuilding and swimming pool, extends the existing home into the countryside. The proposal includes also an earth bank/bunding of a scale and nature that is alien to the area.  The proposed retention of the said new curtilage, outbuilding, swimming pool and earth bank/bunding would therefore be to the detriment of the distinctive natural character of the surrounding Area of Great Landscape Value.  Accordingly, the application is contrary to the aims and intentions of saved Policy 14 of the Restormel Borough Local Plan 2001; Policies 1, 2, 12 and 23 of the Cornwall Local Plan Strategic Policies 2010-2030; and paragraphs 8, 126, 130 and 174 of the National Planning Policy Framework 2021",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,Changes of Use
1468,PA22/00362,The Ranch Trevarrian Mawgan Porth Hill Mawgan Porth Newquay Cornwall TR8 4AJ,A 10kW solar installation and revision of the original access track that serves the approved dwelling 'The Ranch'.,2022-01-21,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R5PC88FGGFR00&activeTab=summary,"The proposal, by reasons of introducing solar panels in a field, entrance gates with massing of the associated walls and realignment of an access drive to a more prominent location on the application site away from a boundary hedgerow, harms the distinctive natural character of the surrounding Area of Great Landscape Value. The application is, therefore, contrary to the aims and intentions of saved Policy 14 of the Restormel Borough Local Plan 2001; Policies 1, 2, 12 and 23 of the Cornwall Local Plan Strategic Policies 2010-2030; and paragraphs 8, 126, 130 and 174 of the National Planning Policy Framework 2021",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,All other minor developments
1469,PA22/00216,3A Rosehill Mylor Bridge Falmouth Cornwall TR11 5LZ,"Works to a tree under a Tree Preservation Order, works to include the felling of T1 Oak to ground level.",2022-01-11,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R5JJIWFG0JQ00&activeTab=summary,"The applicant has failed to demonstrate sound arboricultural reasons for the proposed works due to lack of clear and convincing supporting evidence and proposed works not being in accordance with industry best practices and unacceptable amenity impacts, contrary to paragraph 174 of the National Planning Policy Framework 2021 and Policy 23 of the Cornwall Local Plan Strategic Policies 2010-2030.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,TPO applications
1470,PA22/00218,Carne Cottage Zennor St Ives Cornwall TR26 3BU,"Certificate of lawfulness for the proposed development of: an extension to the rear of the dwelling; an art studio/home office/home gym; an outbuilding; a double garage, plant and store room; and a solar PV array.",2022-01-17,https://planning.cornwall.gov.uk/online-applications/applicationDetails.do?keyVal=R5JJY2FGKBG00&activeTab=summary,"The local planning authority considers that the applicant has failed to discharge their onus of proof to demonstrate that, on the balance of probability, the proposed development would be permitted development by virtue of Schedule 2, Part 1, Classes A and E, and Part 14, Class B of The Town and Country Planning (General Permitted Development) (England) Order 2015, as amended.",,REFUSAL,pdf,NOT COLLECTED,Refusal one reason,2022-01-01,2022-12-31,,CLEUD/CLOPED
