,index,Ref,Description,DecDate,RefusalReasons,Dev_Type,NDPs Referenced,CLPs Referenced,Perms Referenced,AONB Referenced,cleaned,checking col,Countryside & Character,Neighbours and amenties,Design / Character,Natural Environment,"AONB, Landscape & Appearance",Access,Space and amenities,Flooding and Drainage,Conservation & harm to Listed Buildings,Noise & Disturbance,Heritage and History,Affordable Housing
10,11,PA19/07889,Change of use from B1 office space of Osteopathic practice to C3 residential dwelling,25/09/2019,"The proposal,  given  its limited floor area, scale, materials and appearance, the building  is not considered appropriate to retain and re-use for residential purposes and results  in cramped residential accommodation which would not achieve a good standard of amenity for future  occupants. It also represents a more isolated dwelling  in the countryside and enhancement to the setting is not considered so overriding or to represent special circumstances which would overcome the harm identified. As such,  the proposal is contrary to Policies 7 and 12 of the Cornwall Local Plan Strategic Policies 2010-2030 (Adopted 22nd November 2016)  and the minimum floor area set out in the Technical housing  standards nationally described space standard, March 2015.",Changes of Use,,Cornwall Local Plan Strategic Policies,,,"['give', 'limit', 'floor', 'scale', 'materials', 'appearance', 'appropriate', 'retain', 'reuse', 'residential', 'purpose', 'cramp', 'residential', 'accommodation', 'achieve', 'good', 'standard', 'amenity', 'future', 'occupants', 'isolate', 'countryside', 'enhancement', 'set', 'override', 'special', 'overcome', 'harm', 'identify', 'minimum', 'floor', 'technical', 'standards', 'describe', 'space', 'standard']","['give', 'limit', 'floor', 'scale', 'materials', 'appearance', 'appropriate', 'retain', 'reuse', 'residential', 'purpose', 'cramp', 'residential', 'accommodation', 'achieve', 'good', 'standard', 'amenity', 'future', 'occupants', 'isolate', 'countryside', 'enhancement', 'set', 'override', 'special', 'overcome', 'harm', 'identify', 'minimum', 'floor', 'technical', 'standards', 'describe', 'space', 'standard']",,,,,,,0.3631078898906708,,,,,
11,13,PA19/07778,Proposed extensions,19/09/2019,"The garage and roof extensions  will by reason of their scale, massing, height and proximity to the southern boundary be dominating and overbearing features that will be oppressive to the outlook  and residential amenity of Keston  and Greystone.  In so doing the proposal does not represent good design  and causes conflict with Policy 12 and by extension policy 2 of the Cornwall  Local Plan Strategic Policies 2010-2030",Householder,,,,,"['garage', 'roof', 'extensions', 'scale', 'mass', 'height', 'proximity', 'southern', 'boundary', 'dominate', 'overbear', 'feature', 'oppressive', 'outlook', 'residential', 'amenity', 'keston', 'greystone', 'good', 'design', 'cause', 'extension', 'strategic']","['garage', 'roof', 'extensions', 'scale', 'mass', 'height', 'proximity', 'southern', 'boundary', 'dominate', 'overbear', 'feature', 'oppressive', 'outlook', 'residential', 'amenity', 'keston', 'greystone', 'good', 'design', 'cause', 'extension', 'strategic']",,0.3057425618171692,0.5401571989059448,,,,,,0.11865885555744171,,,
12,14,PA19/07707,Proposed dwelling.,05/09/2019,"By reason of the restricted size of the plot which will be predominantly covered by the footprint of the dwelling,  parking and turning areas, the proposal will represent a cramped, contrived form of development resulting in inadequate  outdoor  amenity space provision for future  occupiers.  Such development will result  in substandard living conditions for future residents and fails to promote health and well-being through good design and layout.  The proposal  is therefore contrary to policies 12 and 16 in the Cornwall Local Plan Strategic Policies  2010 - 2030, paragraph 127 in the National Planning Policy Framework 2019 and supplementary planning guidance in section 5.5 of the Cornwall Design Guide 2013.",Minor - Dwelling,,Cornwall Local Plan Strategic Policies,,,"['restrict', 'size', 'plot', 'predominantly', 'cover', 'footprint', 'park', 'turn', 'cramp', 'contrive', 'inadequate', 'outdoor', 'amenity', 'space', 'provision', 'future', 'occupiers', 'substandard', 'live', 'future', 'residents', 'fail', 'promote', 'health', 'wellbeing', 'good', 'design', 'layout', 'supplementary', 'design', 'guide']","['restrict', 'size', 'plot', 'predominantly', 'cover', 'footprint', 'park', 'turn', 'cramp', 'contrive', 'inadequate', 'outdoor', 'amenity', 'space', 'provision', 'future', 'occupiers', 'substandard', 'live', 'future', 'residents', 'fail', 'promote', 'health', 'wellbeing', 'good', 'design', 'layout', 'supplementary', 'design', 'guide']",,,0.24500304460525513,,,,0.41828271746635437,,0.04142763465642929,0.13944165408611298,,
13,15,PA19/07424,Application for Outline Planning Permission with some matters reserved for the erection of two dwellings (access only),09/09/2019,"The application site is considered to make a positive contribution  to the rural character and setting of the settlement of Treburley. The proposed development of the site would represent further incremental growth of the built form extending the existing  settlement into the countryside, eroding the rural character and appearance of the Area of Great  Landscape  Value. The benefits of the scheme do not outweigh  the development  plan position and the harm to the rural character of the area. The proposed  development is therefore considered to be contrary to policies  1, 2, 3, 7, 21 and 23 and saved policy ENV1  of the Cornwall Local Plan Strategic Policies  2010 - 2030 and guidance  contained  within paragraphs 8, 48, 79, 117 and 170 of the National Planning Policy Framework 2019.",Minor - Dwelling,,Cornwall Local Plan Strategic Policies,,,"['poive', 'contribution', 'rural', 'character', 'set', 'treburley', 'incremental', 'growth', 'extend', 'exist', 'countryside', 'erode', 'rural', 'character', 'appearance', 'great', 'landscape', 'value', 'scheme', 'outweigh', 'poion', 'harm', 'rural', 'character', 'save', 'contain']","['poive', 'contribution', 'rural', 'character', 'set', 'treburley', 'incremental', 'growth', 'extend', 'exist', 'countryside', 'erode', 'rural', 'character', 'appearance', 'great', 'landscape', 'value', 'scheme', 'outweigh', 'poion', 'harm', 'rural', 'character', 'save', 'contain']",0.5474002361297607,,,,,,,,,,,
14,16,PA19/07377,"Removal of existing garage and store, construction of new garage, store and studio",27/08/2019,"In extending the footprint of the garage/store so as to be in close proximity to the terrace and in significantly increasing the eaves height,  ridge height, and massing of the building, the proposed development would appear as overly-domineering, out of character and harmful in the context of the adjacent historic terrace, and would  fail to preserve the character  and appearance  of the Conservation AreaThe proposed  works would  materially  reduce the existing visual quality and character  of the setting  of the historic terrace and streetscape, and would  be harmful  to the character and appearance of the Conservation  Area. The works are considered to raise design concerns that cause harm and that are not balanced  by other factors acting  in the public interest or benefit.The proposal is therefore  contrary  to Policy  12 (paragraphs 1a and 1b) and Policy  24 of the Cornwall Local Plan Strategic  Policies 2010-2030 (Adopted 22nd November 2016);  Sections 1, 2.6, 2.9, 4.9, 7.3, 7.4, 7.7 and 7.10 of the Cornwall Design Guide 2013; and paragraphs 124, 127-128,  130, 184, 185, 189, 190, 192, 193 and 196-197  of the National Planning Policy Framework.  The proposed development does not accord  with the local planning  authority's statutory duty under section  72 (1) of the Planning (Listed Buildings and Conservation Areas) Act 1990 because it would  not preserve or enhance the character and appearance  of the Conservation Area.",Householder,,Cornwall Local Plan,,,"['extend', 'footprint', 'garagestore', 'close', 'proximity', 'terrace', 'significantly', 'increase', 'eaves', 'height', 'ridge', 'height', 'mass', 'appear', 'character', 'harmful', 'context', 'adjacent', 'historic', 'terrace', 'fail', 'preserve', 'character', 'appearance', 'conservation', 'materially', 'reduce', 'exist', 'visual', 'quality', 'character', 'set', 'historic', 'terrace', 'stscape', 'harmful', 'character', 'appearance', 'conservation', 'design', 'concern', 'cause', 'harm', 'act', 'public', 'strategic', 'design', 'guide', 'accord', 'authoritys', 'statutory', 'duty', 'list', 'conservation', 'preserve', 'enhance', 'character', 'appearance', 'conservation']","['extend', 'footprint', 'garagestore', 'close', 'proximity', 'terrace', 'significantly', 'increase', 'eaves', 'height', 'ridge', 'height', 'mass', 'appear', 'character', 'harmful', 'context', 'adjacent', 'historic', 'terrace', 'fail', 'preserve', 'character', 'appearance', 'conservation', 'materially', 'reduce', 'exist', 'visual', 'quality', 'character', 'set', 'historic', 'terrace', 'stscape', 'harmful', 'character', 'appearance', 'conservation', 'design', 'concern', 'cause', 'harm', 'act', 'public', 'strategic', 'design', 'guide', 'accord', 'authoritys', 'statutory', 'duty', 'list', 'conservation', 'preserve', 'enhance', 'character', 'appearance', 'conservation']",,0.07001796364784241,0.22853396832942963,,,,,,0.6872804164886475,,,
15,17,PA19/07273,Proposed New Dwelling,19/08/2019,"Paragraph 2.33 of the Cornwall Local Plan Strategic  Policies 2010-2030 defines open countryside as the area outside of the physical boundaries of existing settlements.   The site is outside the settlement of Busveal  and due to the site location  which does not have an existing  defining edge to the north would not constitute infill or rounding off. The development would cause  material harm by extending the built form into the open countryside.  The proposal is contrary to policies 1, 2, 3, 7, 12 and 23 of the Cornwall  Local Plan Strategic  Policies 2010-2030, Policy 1 of the Cornwall  Site Allocations Development Plan Document 2019 and paragraphs 8, 127 and 170 of the National  Planning Policy Framework 2019.",Householder,,Cornwall Local Plan,,,"['strategic', 'define', 'open', 'countryside', 'outside', 'physical', 'boundaries', 'exist', 'outside', 'busveal', 'location', 'exist', 'define', 'edge', 'north', 'infill', 'round', 'cause', 'material', 'harm', 'extend', 'open', 'countryside', 'strategic', 'allocations', 'document', 'frame']","['strategic', 'define', 'open', 'countryside', 'outside', 'physical', 'boundaries', 'exist', 'outside', 'busveal', 'location', 'exist', 'define', 'edge', 'north', 'infill', 'round', 'cause', 'material', 'harm', 'extend', 'open', 'countryside', 'strategic', 'allocations', 'document', 'frame']",,,,,,,,,0.08703721314668655,,,
16,18,PA19/07261,Conservatory to the front of the property.,21/08/2019,"Due to its design, scale,  and front location, the proposed  conservatory  would  introduce an incongruous non-traditional feature to a prominent elevation  of a dwelling  resulting in a development that would be of an inappropriate scale and character to its location generating harm to the setting  and appreciation of the World  Heritage Site. The development fails to take into account the historic context  of the application site and traditional vernacular and would therefore fail to preserve or enhance the appearance of the World Heritage Site. The proposed  development  would  result in less than substantial harm due to the scale of the proposed  development compared to that of the site and wider World  Heritage Site.  The public benefit arising from the provision of relatively minor building  works would  not outweigh  the harm to the designated  heritage asset. The proposed development is therefore contrary to Policies 1, 12 and 24 of the Cornwall  Local Plan Strategic  Policies 2010-2030 paragraphs 127, 130, 184, 192, 193, 195, and 197,  of the National  Planning Policy  Framework 2019, Policy HT4 Design of the Crowan Parish Neighbourhood  Development Plan 2017 -2030 successful at referendum 22 August 2019  and  Policies P3 and C7 of the West Devon Mining Landscape World Heritage Site Management Plan 2013-2018.",Householder,Crowan Parish Neighbourhood  Development Plan 2017 -2030,,,,"['design', 'scale', 'location', 'conservatory', 'introduce', 'incongruous', 'nontraditional', 'feature', 'prominent', 'elevation', 'inappropriate', 'scale', 'character', 'location', 'generate', 'harm', 'set', 'appreciation', 'world', 'heritage', 'fail', 'account', 'historic', 'context', 'traditional', 'vernacular', 'fail', 'preserve', 'enhance', 'appearance', 'world', 'heritage', 'substantial', 'harm', 'scale', 'compare', 'wider', 'world', 'heritage', 'public', 'arise', 'provision', 'relatively', 'minor', 'outweigh', 'harm', 'designate', 'heritage', 'asset', 'strategic', 'frame', 'design', 'successful', 'referendum', 'west', 'devon', 'mine', 'landscape', 'world', 'heritage', 'management']","['design', 'scale', 'location', 'conservatory', 'introduce', 'incongruous', 'nontraditional', 'feature', 'prominent', 'elevation', 'inappropriate', 'scale', 'character', 'location', 'generate', 'harm', 'set', 'appreciation', 'world', 'heritage', 'fail', 'account', 'historic', 'context', 'traditional', 'vernacular', 'fail', 'preserve', 'enhance', 'appearance', 'world', 'heritage', 'substantial', 'harm', 'scale', 'compare', 'wider', 'world', 'heritage', 'public', 'arise', 'provision', 'relatively', 'minor', 'outweigh', 'harm', 'designate', 'heritage', 'asset', 'strategic', 'frame', 'design', 'successful', 'referendum', 'west', 'devon', 'mine', 'landscape', 'world', 'heritage', 'management']",,,0.06533193588256836,,,,,,0.8321003913879395,,,
17,19,PA19/07307,Front Balcony,29/08/2019,"The proposed balcony, due to its design, scale, and location,  would be an incongruous  feature that would have a significant  detrimental impact upon the building itself,  the setting of nearby Listed  Buildings,  and the character and appearance of the Conservation  Area in general.  It is considered that when the front elevation  of the adjacent dwelling No.4 is viewed  in the context of the unspoiled front elevation of the adjacent dwelling  'Tregurtha' to the south, the detrimental impact  and erosion  of such works upon the character and appearance  of the locality are clearly demonstrated.  The proposal  would  introduce an incongruous, non-traditional feature  to the prominent front elevation  of a traditional dwelling  located within  a Conservation Area, which is considered unacceptable. The proposal is therefore contrary to Policy 24of the Cornwall Local Plan, paragraphs 2, 7, 8, 11, 30, 124, 127, 189-202 of the National  Planning Policy Framework 2019 and Policy BE4 of the St Ives Neighbourhood Plan (adopted  29th December 2016)With regard to Section 72 (1) of Planning (Listed Buildings and Conservation Areas) Act 1990 c.9, it is considered that the proposal does not preserve the character  or appearance of the Conservation Area. ",Householder,St Ives Neighbourhood Plan (adopted  29th December 2016),,,,"['balcony', 'design', 'scale', 'location', 'incongruous', 'feature', 'significant', 'detrimental', 'set', 'nearby', 'list', 'character', 'appearance', 'conservation', 'general', 'elevation', 'adjacent', 'view', 'context', 'unspoiled', 'elevation', 'adjacent', 'tregurtha', 'south', 'detrimental', 'erosion', 'character', 'appearance', 'clearly', 'introduce', 'incongruous', 'nontraditional', 'feature', 'prominent', 'elevation', 'traditional', 'locate', 'conservation', 'unacceptable', 'frame', 'regard', 'list', 'conservation', 'preserve', 'character', 'appearance', 'conservation']","['balcony', 'design', 'scale', 'location', 'incongruous', 'feature', 'significant', 'detrimental', 'set', 'nearby', 'list', 'character', 'appearance', 'conservation', 'general', 'elevation', 'adjacent', 'view', 'context', 'unspoiled', 'elevation', 'adjacent', 'tregurtha', 'south', 'detrimental', 'erosion', 'character', 'appearance', 'clearly', 'introduce', 'incongruous', 'nontraditional', 'feature', 'prominent', 'elevation', 'traditional', 'locate', 'conservation', 'unacceptable', 'frame', 'regard', 'list', 'conservation', 'preserve', 'character', 'appearance', 'conservation']",,0.14758121967315674,0.09706149995326996,,,,,,0.6782038807868958,,,
18,20,PA19/06797,Proposed conversion of garage and workshop to residential dwelling,09/09/2019,"The proposed dwelling,  by reason of its open countryside location detached  from any definable settlements, represents an unsustainable form of development in the countryside for which no special circumstances have been demonstrated.  By virtue of its design, in particular the significant increase  in height, the proposed  development would  increase the prominence of the built form in this location, harmfully urbanising the strong rural characteristics of this open and rural landscape.  The proposal therefore represents an undesirable and sporadic form of development in the countryside and, in the absence of any other material  considerations which  outweigh such harm,  the proposal is contrary to policies 1, 3, 7, 12 and 23 of the Cornwall  Local Plan Strategic  Policies 2010 - 2030, paragraphs 8, 79, 127 and 170 of the National Planning Policy Framework 2019 and policies  GQD1, GQD2,  H3, H4 and LL4 of the emerging Gwennap Neighbourhood Development  Plan 2019 - 2030.  ",Minor - Dwelling,Gwennap Neighbourhood Development  Plan 2019 - 2030,,,,"['open', 'countryside', 'location', 'detach', 'definable', 'unsustainable', 'countryside', 'special', 'virtue', 'design', 'particular', 'significant', 'increase', 'height', 'increase', 'prominence', 'location', 'harmfully', 'urbanise', 'strong', 'rural', 'characteristics', 'open', 'rural', 'landscape', 'undesirable', 'sporadic', 'countryside', 'absence', 'material', 'ations', 'outweigh', 'harm', 'strategic', 'emerge']","['open', 'countryside', 'location', 'detach', 'definable', 'unsustainable', 'countryside', 'special', 'virtue', 'design', 'particular', 'significant', 'increase', 'height', 'increase', 'prominence', 'location', 'harmfully', 'urbanise', 'strong', 'rural', 'characteristics', 'open', 'rural', 'landscape', 'undesirable', 'sporadic', 'countryside', 'absence', 'material', 'ations', 'outweigh', 'harm', 'strategic', 'emerge']",,,0.22460176050662994,,,,,,,,,
19,21,PA19/06837,Proposed extension to provide a garden room and utility room on ground floor and lounge on upper floor.,13/08/2019,"The proposed extension and enlargement of the dwelling, by reason of the bulk and scale of the extension would dominate and be incongruous to the form, layout and ridge height of the exiting dwelling and is not considered to conserve the scenic beauty of the AONB or Heritage Coast. It is therefore considered to be contrary to Policy 12 and 23 of The Cornwall Local Plan Strategic Policies 2010 -2030 and paragraph 127 of the National Planning Policy Framework 2019.",Householder,,Cornwall Local Plan Strategic Policies,,AONB,"['extension', 'enlargement', 'bulk', 'scale', 'extension', 'dominate', 'incongruous', 'layout', 'ridge', 'height', 'exit', 'conserve', 'scenic', 'beauty', 'aonb', 'heritage', 'coast']","['extension', 'enlargement', 'bulk', 'scale', 'extension', 'dominate', 'incongruous', 'layout', 'ridge', 'height', 'exit', 'conserve', 'scenic', 'beauty', 'aonb', 'heritage', 'coast']",,,0.4559378921985626,,0.24237006902694702,0.059042125940322876,0.06324275583028793,,0.13773177564144135,,,
20,22,PA19/06492,Provide base for and locate static mobile home for relative occupancy.,26/07/2019,"The proposed static  caravan to be used as annexe accommodation, by reason  of its separation (over 100m) from the principle dwelling,  position  outside of the principle dwellings curtilage and lack of clear justification represents a self-contained  residential unit in this open countryside  location. By reason  of its rural location outside  of a clearly defined settlement it does not round off or infill the settlement and visually  extends development into the countryside eroding the character  and appearance of this part of the Area of Great Landscape Value.  In the absence of any special  circumstances  to justify it, the proposal represents an unsustainable and sporadic  form of residential  development in the countryside and, in the absence of any other material considerations  which outweigh such harm, the proposal is contrary to Policies 1, 3, 7, 21, 23 and ENV1 of the Cornwall  Local Plan Strategic Policies  2010 - 2030 (November  2016)  and paragraphs 79 and 170 of the National  Planning  Policy Framework 2019.",Minor - Dwelling,,,,,"['static', 'caravan', 'annexe', 'accommodation', 'separation', 'principle', 'poion', 'outside', 'principle', 'curtilage', 'lack', 'clear', 'selfcontained', 'residential', 'unit', 'open', 'countryside', 'location', 'rural', 'location', 'outside', 'clearly', 'define', 'round', 'infill', 'visually', 'extend', 'countryside', 'erode', 'character', 'appearance', 'great', 'landscape', 'value', 'absence', 'special', 'unsustainable', 'sporadic', 'residential', 'countryside', 'absence', 'material', 'ations', 'outweigh', 'harm', 'strategic', 'frame']","['static', 'caravan', 'annexe', 'accommodation', 'separation', 'principle', 'poion', 'outside', 'principle', 'curtilage', 'lack', 'clear', 'selfcontained', 'residential', 'unit', 'open', 'countryside', 'location', 'rural', 'location', 'outside', 'clearly', 'define', 'round', 'infill', 'visually', 'extend', 'countryside', 'erode', 'character', 'appearance', 'great', 'landscape', 'value', 'absence', 'special', 'unsustainable', 'sporadic', 'residential', 'countryside', 'absence', 'material', 'ations', 'outweigh', 'harm', 'strategic', 'frame']",0.4850090444087982,,,,,,,,,,,
21,23,PA19/06461,Outline application for the erection of one dwelling with all matters reserved,21/08/2019,"In the absence  of an adequate, robust and detailed  noise assessment, which meets the requirements of BS4142:2014 and BS8233:2014,  the application  fails to demonstrate that the impact  of noise from the farm and other noise sources with insufficient detail of the proposed mitigation to determine  that the impact  on the proposed  dwelling would be acceptable. The proposal is therefore contrary to Policy 2 and 12 of The Cornwall  Local Plan Strategic Policies 2010-2030 and paragraph 127 and 182 of the National Planning Policy Framework 2019.",Minor - Dwelling,,,,,"['absence', 'adequate', 'robust', 'detail', 'noise', 'assessment', 'meet', 'requirements', 'fail', 'noise', 'farm', 'noise', 'source', 'insufficient', 'mitigation', 'determine', 'acceptable', 'strategic']","['absence', 'adequate', 'robust', 'detail', 'noise', 'assessment', 'meet', 'requirements', 'fail', 'noise', 'farm', 'noise', 'source', 'insufficient', 'mitigation', 'determine', 'acceptable', 'strategic']",,,,0.30109909176826477,,,,0.3250396251678467,,0.2565142810344696,,
22,24,PA19/06342,"Outline planning permission with some matters reserved (appearance, landscaping, layout and scale reserved, access to be decided) for the erection of up to three dwellings",31/07/2019,"The proposed development by reason of its open countryside character, located beyond the established settlement of Otterham Station, is considered to represent an undesirable form of residential development in the open countryside, the site is not considered  to constitute suitable 'infill' or 'rounding off' of the settlement  in this location and the site does not constitute previously development.  This development would result in encroachment  into the open countryside which would be harmful to the rural character and appearance of the locality.  The development is thereby contrary  to policies  2, 3, 21(a) and 23 (1) in the Cornwall Local Plan Strategic Policies  2010 - 2030, saved policy ENV1 in the North Cornwall Local Plan Part 1 and Part 2 (adopted  1999).  ",Minor - Dwelling,,"Cornwall Local Plan Strategic Policies,Cornwall Local Plan",,,"['open', 'countryside', 'character', 'locate', 'establish', 'otterham', 'station', 'undesirable', 'residential', 'open', 'countryside', 'suitable', 'infill', 'round', 'location', 'previously', 'encroachment', 'open', 'countryside', 'harmful', 'rural', 'character', 'appearance', 'save', 'north']","['open', 'countryside', 'character', 'locate', 'establish', 'otterham', 'station', 'undesirable', 'residential', 'open', 'countryside', 'suitable', 'infill', 'round', 'location', 'previously', 'encroachment', 'open', 'countryside', 'harmful', 'rural', 'character', 'appearance', 'save', 'north']",,,,,,0.041073739528656006,,,,,,
23,25,PA19/06259,"Outline planning consent for the construction of dwelling with some matters reserved, except the point of access",27/08/2019,"Paragraph 2.33 of the Cornwall Local Plan Strategic  Policies 2010 - 2030 defines  open countryside as the area outside of the physical boundaries of existing settlements, where they have a clear form and shape. In this case, the application site is not considered  to comply with planning policies concerning new windfall residential development  in this area, and is therefore  considered to be situated in the countryside as opposed  to within the Redruth urban area. Furthermore, the site is considered to relate more closely in a physical  and visual sense to the surrounding  countryside rather than the urban area. The proposal is therefore considered to conflict with the aims and intentions  of policies 1, 2, 3, 7, 12 and 23 of the Cornwall  Local Plan Strategic Policies 2010 - 2030; Policy 1 of the Cornwall Site Allocations  Development  Plan Document;  and paragraphs 8, 127 and 170 of the National Planning Policy Framework 2019.",Minor - Dwelling,,Cornwall Local Plan,,,"['strategic', 'define', 'open', 'countryside', 'outside', 'physical', 'boundaries', 'exist', 'clear', 'shape', 'case', 'comply', 'concern', 'wind', 'residential', 'uated', 'countryside', 'oppose', 'redruth', 'urban', 'furthermore', 'relate', 'closely', 'physical', 'visual', 'sense', 'surround', 'countryside', 'urban', 'strategic', 'allocations', 'document']","['strategic', 'define', 'open', 'countryside', 'outside', 'physical', 'boundaries', 'exist', 'clear', 'shape', 'case', 'comply', 'concern', 'wind', 'residential', 'uated', 'countryside', 'oppose', 'redruth', 'urban', 'furthermore', 'relate', 'closely', 'physical', 'visual', 'sense', 'surround', 'countryside', 'urban', 'strategic', 'allocations', 'document']",,,,,,,,,,,,
24,26,PA19/06240,Proposed development of two dwellings and associated works,19/07/2019,"Due to the site's position in the countryside  beyond the established settlement  limits of The Lizard, it is not well related  to its physical  form and its development for housing would not constitute suitable 'infill' or 'rounding off' of the settlement  in this location.  The development  of this prominent and large gap for two dwellings,  which provides  an important landscape setting to the village,  would domesticate the existing largely rural character and result in significant built form and harmful  urban  encroachment where there presently is none.  It is contended this would be harmful  to the rural character and appearance of the locality  and would not conserve  or enhance the landscape character  and natural beauty of the AONB AONB in this location.   The development  is thereby  contrary  to policies 1, 2, 3, 7, 12 and 23 in the Cornwall  Local Plan Strategic  Policies 2010 - 2030, Policy 1 in the Cornwall Site Allocations  Development Plan Document 2019 and paragraphs 127, 170 and 172 in the National  Planning Policy Framework 2019.",Minor - Dwelling,,,,AONB,"['poion', 'countryside', 'establish', 'limit', 'lizard', 'relate', 'physical', 'suitable', 'infill', 'round', 'location', 'prominent', 'large', 'important', 'landscape', 'set', 'village', 'domesticate', 'exist', 'largely', 'rural', 'character', 'significant', 'harmful', 'urban', 'encroachment', 'presently', 'contend', 'harmful', 'rural', 'character', 'appearance', 'conserve', 'enhance', 'landscape', 'character', 'natural', 'beauty', 'aonb', 'aonb', 'location', 'strategic', 'allocations', 'document', 'frame']","['poion', 'countryside', 'establish', 'limit', 'lizard', 'relate', 'physical', 'suitable', 'infill', 'round', 'location', 'prominent', 'large', 'important', 'landscape', 'set', 'village', 'domesticate', 'exist', 'largely', 'rural', 'character', 'significant', 'harmful', 'urban', 'encroachment', 'presently', 'contend', 'harmful', 'rural', 'character', 'appearance', 'conserve', 'enhance', 'landscape', 'character', 'natural', 'beauty', 'aonb', 'aonb', 'location', 'strategic', 'allocations', 'document', 'frame']",,,,,0.2748926281929016,,,,0.2762027084827423,,,
